identifier,satisfies_identifier,description
SubDD_REQ_1228,SRS_REQ_131,Default_Description
SubDD_REQ_1229,,Default_Description
SubDD_REQ_1230,SRS_REQ_52,Default_Description
SubDD_REQ_1231,SRS_REQ_88,Default_Description
SubDD_REQ_1232,SRS_REQ_43,Default_Description
SubDD_REQ_1233,,Default_Description
SubDD_REQ_1234,SRS_REQ_141,Default_Description
SubDD_REQ_1235,,Default_Description
SubDD_REQ_1236,SRS_REQ_87,Default_Description
SubDD_REQ_1237,,Default_Description
SubDD_REQ_1238,,Default_Description
SubDD_REQ_1239,SRS_REQ_157,Default_Description
SubDD_REQ_1240,,Default_Description
SubDD_REQ_1241,SRS_REQ_91,Default_Description
SubDD_REQ_1242,SRS_REQ_78,Default_Description
SubDD_REQ_1243,,Default_Description
SubDD_REQ_1244,SRS_REQ_17,Default_Description
SubDD_REQ_1245,,Default_Description
SubDD_REQ_1246,SRS_REQ_150,Default_Description
SubDD_REQ_1247,SRS_REQ_97,Default_Description
SubDD_REQ_1248,,Default_Description
SubDD_REQ_1249,SRS_REQ_123,Default_Description
SubDD_REQ_1250,,Default_Description
SubDD_REQ_1251,SRS_REQ_166,Default_Description
SubDD_REQ_1252,,Default_Description
SubDD_REQ_1253,,Default_Description
SubDD_REQ_1254,SRS_REQ_70,Default_Description
SubDD_REQ_1255,,Default_Description
SubDD_REQ_1256,,Default_Description
SubDD_REQ_1257,,Default_Description
SubDD_REQ_1258,SRS_REQ_159,Default_Description
SubDD_REQ_1259,SRS_REQ_167,Default_Description
SubDD_REQ_1260,,Default_Description
SubDD_REQ_1261,,Default_Description
SubDD_REQ_1262,SRS_REQ_198,Default_Description
SubDD_REQ_1263,SRS_REQ_199,Default_Description
SubDD_REQ_1264,SRS_REQ_181,Default_Description
SubDD_REQ_1265,SRS_REQ_60,Default_Description
SubDD_REQ_1266,,Default_Description
SubDD_REQ_1267,SRS_REQ_167,Default_Description
SubDD_REQ_1268,,Default_Description
SubDD_REQ_1269,,Default_Description
SubDD_REQ_1270,SRS_REQ_199,Default_Description
SubDD_REQ_1271,SRS_REQ_126,Default_Description
SubDD_REQ_1272,SRS_REQ_11,Default_Description
SubDD_REQ_1273,SRS_REQ_61,Default_Description
SubDD_REQ_1274,SRS_REQ_191,Default_Description
SubDD_REQ_1275,,Default_Description
SubDD_REQ_1276,,Default_Description
SubDD_REQ_1277,SRS_REQ_108,Default_Description
SubDD_REQ_1278,,Default_Description
SubDD_REQ_1279,,Default_Description
SubDD_REQ_1280,,Default_Description
SubDD_REQ_1281,SRS_REQ_92,Default_Description
SubDD_REQ_1282,,Default_Description
SubDD_REQ_1283,,Default_Description
SubDD_REQ_1284,,Default_Description
SubDD_REQ_1285,,Default_Description
SubDD_REQ_1286,,Default_Description
SubDD_REQ_1287,SRS_REQ_182,Default_Description
SubDD_REQ_1288,SRS_REQ_72,Default_Description
SubDD_REQ_1289,,Default_Description
SubDD_REQ_1290,SRS_REQ_17,Default_Description
SubDD_REQ_1291,,Default_Description
SubDD_REQ_1292,SRS_REQ_162,Default_Description
SubDD_REQ_1293,SRS_REQ_64,Default_Description
SubDD_REQ_1294,,Default_Description
SubDD_REQ_1295,,Default_Description
SubDD_REQ_1296,SRS_REQ_64,Default_Description
SubDD_REQ_1297,SRS_REQ_198,Default_Description
SubDD_REQ_1298,SRS_REQ_22,Default_Description
SubDD_REQ_1299,SRS_REQ_23,Default_Description
SubDD_REQ_1300,SRS_REQ_144,Default_Description
SubDD_REQ_1301,SRS_REQ_13,Default_Description
SubDD_REQ_1302,SRS_REQ_68,Default_Description
SubDD_REQ_1303,,Default_Description
SubDD_REQ_1304,SRS_REQ_133,Default_Description
SubDD_REQ_1305,SRS_REQ_104,Default_Description
SubDD_REQ_1306,,Default_Description
SubDD_REQ_1307,,Default_Description
SubDD_REQ_1308,SRS_REQ_134,Default_Description
SubDD_REQ_1309,,Default_Description
SubDD_REQ_1310,SRS_REQ_165,Default_Description
SubDD_REQ_1311,,Default_Description
SubDD_REQ_1312,SRS_REQ_133,Default_Description
SubDD_REQ_1313,,Default_Description
SubDD_REQ_1314,,Default_Description
SubDD_REQ_1315,SRS_REQ_152,Default_Description
SubDD_REQ_1316,SRS_REQ_40,Default_Description
SubDD_REQ_1317,SRS_REQ_87,Default_Description
SubDD_REQ_1318,,Default_Description
SubDD_REQ_1319,,Default_Description
SubDD_REQ_1320,,Default_Description
SubDD_REQ_1321,,Default_Description
SubDD_REQ_1322,SRS_REQ_54,Default_Description
SubDD_REQ_1323,,Default_Description
SubDD_REQ_1324,,Default_Description
SubDD_REQ_1325,,Default_Description
SubDD_REQ_1326,,Default_Description
SubDD_REQ_1327,SRS_REQ_121,Default_Description
SubDD_REQ_1328,SRS_REQ_68,Default_Description
SubDD_REQ_1329,,Default_Description
SubDD_REQ_1330,,Default_Description
SubDD_REQ_1331,SRS_REQ_124,Default_Description
SubDD_REQ_1332,SRS_REQ_22,Default_Description
SubDD_REQ_1333,SRS_REQ_62,Default_Description
SubDD_REQ_1334,,Default_Description
SubDD_REQ_1335,SRS_REQ_29,Default_Description
SubDD_REQ_1336,SRS_REQ_21,Default_Description
SubDD_REQ_1337,SRS_REQ_126,Default_Description
SubDD_REQ_1338,,Default_Description
SubDD_REQ_1339,SRS_REQ_19,Default_Description
SubDD_REQ_1340,SRS_REQ_103,Default_Description
SubDD_REQ_1341,SRS_REQ_66,Default_Description
SubDD_REQ_1342,,Default_Description
SubDD_REQ_1343,,Default_Description
SubDD_REQ_1344,SRS_REQ_18,Default_Description
SubDD_REQ_1345,,Default_Description
SubDD_REQ_1346,SRS_REQ_167,Default_Description
SubDD_REQ_1347,SRS_REQ_115,Default_Description
SubDD_REQ_1348,SRS_REQ_199,Default_Description
SubDD_REQ_1349,,Default_Description
SubDD_REQ_1350,,Default_Description
SubDD_REQ_1351,,Default_Description
SubDD_REQ_1352,,Default_Description
SubDD_REQ_1353,,Default_Description
SubDD_REQ_1354,,Default_Description
SubDD_REQ_1355,SRS_REQ_137,Default_Description
SubDD_REQ_1356,SRS_REQ_36,Default_Description
SubDD_REQ_1357,SRS_REQ_98,Default_Description
SubDD_REQ_1358,SRS_REQ_159,Default_Description
SubDD_REQ_1359,,Default_Description
SubDD_REQ_1360,SRS_REQ_135,Default_Description
SubDD_REQ_1361,SRS_REQ_77,Default_Description
SubDD_REQ_1362,SRS_REQ_144,Default_Description
SubDD_REQ_1363,SRS_REQ_98,Default_Description
SubDD_REQ_1364,SRS_REQ_12,Default_Description
SubDD_REQ_1365,,Default_Description
SubDD_REQ_1366,,Default_Description
SubDD_REQ_1367,,Default_Description
SubDD_REQ_1368,SRS_REQ_178,Default_Description
SubDD_REQ_1369,,Default_Description
SubDD_REQ_1370,SRS_REQ_141,Default_Description
SubDD_REQ_1371,,Default_Description
SubDD_REQ_1372,SRS_REQ_50,Default_Description
SubDD_REQ_1373,SRS_REQ_159,Default_Description
SubDD_REQ_1374,SRS_REQ_193,Default_Description
SubDD_REQ_1375,SRS_REQ_43,Default_Description
SubDD_REQ_1376,,Default_Description
SubDD_REQ_1377,,Default_Description
SubDD_REQ_1378,SRS_REQ_5,Default_Description
SubDD_REQ_1379,,Default_Description
SubDD_REQ_1380,,Default_Description
SubDD_REQ_1381,SRS_REQ_61,Default_Description
SubDD_REQ_1382,,Default_Description
SubDD_REQ_1383,,Default_Description
SubDD_REQ_1384,SRS_REQ_52,Default_Description
SubDD_REQ_1385,SRS_REQ_103,Default_Description
SubDD_REQ_1386,,Default_Description
SubDD_REQ_1387,,Default_Description
SubDD_REQ_1388,,Default_Description
SubDD_REQ_1389,,Default_Description
SubDD_REQ_1390,SRS_REQ_136,Default_Description
SubDD_REQ_1391,SRS_REQ_103,Default_Description
SubDD_REQ_1392,SRS_REQ_178,Default_Description
SubDD_REQ_1393,SRS_REQ_46,Default_Description
SubDD_REQ_1394,,Default_Description
SubDD_REQ_1395,SRS_REQ_51,Default_Description
SubDD_REQ_1396,,Default_Description
SubDD_REQ_1397,SRS_REQ_146,Default_Description
SubDD_REQ_1398,,Default_Description
SubDD_REQ_1399,SRS_REQ_167,Default_Description
